Input,,,Output
0.500000, 0.607000,,0.620597, 0.123760
0.500000, 0.608000,,0.620694, 0.123927
0.500000, 0.609000,,0.620790, 0.124093
0.500000, 0.610000,,0.620885, 0.124259
0.500000, 0.611000,,0.620981, 0.124424
0.500000, 0.612000,,0.621076, 0.124589
0.500000, 0.613000,,0.621172, 0.124754
0.500000, 0.614000,,0.621266, 0.124918
0.500000, 0.615000,,0.621361, 0.125082
0.500000, 0.616000,,0.621456, 0.125245
0.500000, 0.617000,,0.621550, 0.125408
0.500000, 0.618000,,0.621644, 0.125570
0.500000, 0.619000,,0.621738, 0.125732
0.500000, 0.620000,,0.621832, 0.125893
0.500000, 0.621000,,0.621926, 0.126054
0.500000, 0.622000,,0.622019, 0.126215
0.500000, 0.623000,,0.622113, 0.126375
0.500000, 0.624000,,0.622205, 0.126535
0.500000, 0.625000,,0.622298, 0.126694
0.500000, 0.626000,,0.622391, 0.126853
0.500000, 0.627000,,0.622483, 0.127012
0.500000, 0.628000,,0.622575, 0.127170
0.500000, 0.629000,,0.622667, 0.127327
0.500000, 0.630000,,0.622759, 0.127485
0.500000, 0.631000,,0.622850, 0.127641
0.500000, 0.632000,,0.622941, 0.127798
0.500000, 0.633000,,0.623032, 0.127954
0.500000, 0.634000,,0.623123, 0.128110
0.500000, 0.635000,,0.623213, 0.128265
0.500000, 0.636000,,0.623303, 0.128420
0.500000, 0.637000,,0.623394, 0.128574
0.500000, 0.638000,,0.623483, 0.128728
0.500000, 0.639000,,0.623573, 0.128882
0.500000, 0.640000,,0.623662, 0.129035
0.500000, 0.641000,,0.623751, 0.129188
0.500000, 0.642000,,0.623839, 0.129341
0.500000, 0.643000,,0.623927, 0.129493
0.500000, 0.644000,,0.624016, 0.129645
0.500000, 0.645000,,0.624103, 0.129796
0.500000, 0.646000,,0.624190, 0.129947
0.500000, 0.647000,,0.624278, 0.130098
0.500000, 0.648000,,0.624365, 0.130249
0.500000, 0.649000,,0.624451, 0.130399
0.500000, 0.650000,,0.624538, 0.130548
0.500000, 0.651000,,0.624624, 0.130697
0.500000, 0.652000,,0.624709, 0.130846
0.500000, 0.653000,,0.624795, 0.130995
0.500000, 0.654000,,0.624880, 0.131143
0.500000, 0.655000,,0.624964, 0.131291
0.500000, 0.656000,,0.625048, 0.131439
0.500000, 0.657000,,0.625133, 0.131586
0.500000, 0.658000,,0.625217, 0.131733
0.500000, 0.659000,,0.625300, 0.131879
0.500000, 0.660000,,0.625383, 0.132026
0.500000, 0.661000,,0.625466, 0.132172
0.500000, 0.662000,,0.625549, 0.132318
0.500000, 0.663000,,0.625630, 0.132464
0.500000, 0.664000,,0.625712, 0.132608
0.500000, 0.665000,,0.625794, 0.132753
0.500000, 0.666000,,0.625875, 0.132898
0.500000, 0.667000,,0.625956, 0.133042
0.500000, 0.668000,,0.626036, 0.133186
0.500000, 0.669000,,0.626116, 0.133329
0.500000, 0.670000,,0.626195, 0.133473
0.500000, 0.671000,,0.626275, 0.133616
0.500000, 0.672000,,0.626354, 0.133759
0.500000, 0.673000,,0.626433, 0.133901
0.500000, 0.674000,,0.626511, 0.134044
0.500000, 0.675000,,0.626589, 0.134186
0.500000, 0.676000,,0.626666, 0.134327
0.500000, 0.677000,,0.626743, 0.134468
0.500000, 0.678000,,0.626820, 0.134610
0.500000, 0.679000,,0.626897, 0.134751
0.500000, 0.680000,,0.626973, 0.134891
0.500000, 0.681000,,0.627048, 0.135032
0.500000, 0.682000,,0.627123, 0.135172
0.500000, 0.683000,,0.627199, 0.135312
0.500000, 0.684000,,0.627273, 0.135452
0.500000, 0.685000,,0.627347, 0.135591
0.500000, 0.686000,,0.627421, 0.135731
0.500000, 0.687000,,0.627494, 0.135870
0.500000, 0.688000,,0.627567, 0.136009
0.500000, 0.689000,,0.627640, 0.136147
0.500000, 0.690000,,0.627712, 0.136286
0.500000, 0.691000,,0.627784, 0.136424
0.500000, 0.692000,,0.627856, 0.136562
0.500000, 0.693000,,0.627926, 0.136700
0.500000, 0.694000,,0.627997, 0.136838
0.500000, 0.695000,,0.628067, 0.136975
0.500000, 0.696000,,0.628137, 0.137113
0.500000, 0.697000,,0.628206, 0.137250
0.500000, 0.698000,,0.628275, 0.137387
0.500000, 0.699000,,0.628344, 0.137523
0.500000, 0.700000,,0.628412, 0.137660
0.500000, 0.701000,,0.628479, 0.137797
0.500000, 0.702000,,0.628547, 0.137933
0.500000, 0.703000,,0.628614, 0.138069
0.500000, 0.704000,,0.628680, 0.138205
0.500000, 0.705000,,0.628746, 0.138341
0.500000, 0.706000,,0.628812, 0.138477
0.500000, 0.707000,,0.628877, 0.138612
0.500000, 0.708000,,0.628942, 0.138747
0.500000, 0.709000,,0.629006, 0.138883
0.500000, 0.710000,,0.629070, 0.139018
0.500000, 0.711000,,0.629134, 0.139153
0.500000, 0.712000,,0.629197, 0.139288
0.500000, 0.713000,,0.629260, 0.139423
0.500000, 0.714000,,0.629322, 0.139558
0.500000, 0.715000,,0.629383, 0.139692
0.500000, 0.716000,,0.629445, 0.139827
0.500000, 0.717000,,0.629506, 0.139962
0.500000, 0.718000,,0.629567, 0.140096
0.500000, 0.719000,,0.629627, 0.140230
0.500000, 0.720000,,0.629687, 0.140364
0.500000, 0.721000,,0.629746, 0.140499
0.500000, 0.722000,,0.629804, 0.140632
0.500000, 0.723000,,0.629863, 0.140767
0.500000, 0.724000,,0.629921, 0.140900
0.500000, 0.725000,,0.629979, 0.141034
0.500000, 0.726000,,0.630036, 0.141168
0.500000, 0.727000,,0.630092, 0.141302
0.500000, 0.728000,,0.630148, 0.141435
0.500000, 0.729000,,0.630204, 0.141569
0.500000, 0.730000,,0.630260, 0.141703
0.500000, 0.731000,,0.630314, 0.141836
0.500000, 0.732000,,0.630369, 0.141970
0.500000, 0.733000,,0.630423, 0.142103
0.500000, 0.734000,,0.630476, 0.142237
0.500000, 0.735000,,0.630530, 0.142370
0.500000, 0.736000,,0.630583, 0.142504
0.500000, 0.737000,,0.630635, 0.142637
0.500000, 0.738000,,0.630687, 0.142771
0.500000, 0.739000,,0.630738, 0.142904
0.500000, 0.740000,,0.630789, 0.143038
0.500000, 0.741000,,0.630840, 0.143171
0.500000, 0.742000,,0.630889, 0.143305
0.500000, 0.743000,,0.630940, 0.143438
0.500000, 0.744000,,0.630989, 0.143572
0.500000, 0.745000,,0.631038, 0.143706
0.500000, 0.746000,,0.631086, 0.143839
0.500000, 0.747000,,0.631134, 0.143973
0.500000, 0.748000,,0.631181, 0.144106
0.500000, 0.749000,,0.631229, 0.144240
0.500000, 0.750000,,0.631275, 0.144374
0.500000, 0.751000,,0.631321, 0.144508
0.500000, 0.752000,,0.631367, 0.144642
0.500000, 0.753000,,0.631412, 0.144776
0.500000, 0.754000,,0.631457, 0.144909
0.500000, 0.755000,,0.631502, 0.145044
0.500000, 0.756000,,0.631546, 0.145178
0.500000, 0.757000,,0.631589, 0.145312
0.500000, 0.758000,,0.631632, 0.145446
0.500000, 0.759000,,0.631675, 0.145581
0.500000, 0.760000,,0.631718, 0.145715
0.500000, 0.761000,,0.631759, 0.145850
0.500000, 0.762000,,0.631801, 0.145985
0.500000, 0.763000,,0.631842, 0.146119
0.500000, 0.764000,,0.631883, 0.146254
0.500000, 0.765000,,0.631923, 0.146389
0.500000, 0.766000,,0.631962, 0.146525
0.500000, 0.767000,,0.632002, 0.146660
0.500000, 0.768000,,0.632041, 0.146795
0.500000, 0.769000,,0.632079, 0.146931
0.500000, 0.770000,,0.632117, 0.147066
0.500000, 0.771000,,0.632155, 0.147202
0.500000, 0.772000,,0.632192, 0.147338
0.500000, 0.773000,,0.632229, 0.147474
0.500000, 0.774000,,0.632265, 0.147610
0.500000, 0.775000,,0.632301, 0.147747
0.500000, 0.776000,,0.632337, 0.147883
0.500000, 0.777000,,0.632372, 0.148020
0.500000, 0.778000,,0.632407, 0.148157
0.500000, 0.779000,,0.632441, 0.148294
0.500000, 0.780000,,0.632476, 0.148431
0.500000, 0.781000,,0.632509, 0.148569
0.500000, 0.782000,,0.632542, 0.148706
0.500000, 0.783000,,0.632575, 0.148844
0.500000, 0.784000,,0.632607, 0.148982
0.500000, 0.785000,,0.632639, 0.149120
0.500000, 0.786000,,0.632671, 0.149258
0.500000, 0.787000,,0.632702, 0.149397
0.500000, 0.788000,,0.632733, 0.149536
0.500000, 0.789000,,0.632763, 0.149675
0.500000, 0.790000,,0.632793, 0.149815
0.500000, 0.791000,,0.632822, 0.149954
0.500000, 0.792000,,0.632852, 0.150093
0.500000, 0.793000,,0.632881, 0.150233
0.500000, 0.794000,,0.632909, 0.150374
0.500000, 0.795000,,0.632937, 0.150514
0.500000, 0.796000,,0.632965, 0.150655
0.500000, 0.797000,,0.632992, 0.150795
0.500000, 0.798000,,0.633020, 0.150936
0.500000, 0.799000,,0.633046, 0.151078
0.500000, 0.800000,,0.633072, 0.151220
0.500000, 0.801000,,0.633098, 0.151361
0.500000, 0.802000,,0.633124, 0.151503
0.500000, 0.803000,,0.633149, 0.151646
0.500000, 0.804000,,0.633174, 0.151788
0.500000, 0.805000,,0.633198, 0.151931
0.500000, 0.806000,,0.633222, 0.152075
0.500000, 0.807000,,0.633246, 0.152218
0.500000, 0.808000,,0.633269, 0.152362
0.500000, 0.809000,,0.633293, 0.152506
0.500000, 0.810000,,0.633315, 0.152650
0.500000, 0.811000,,0.633338, 0.152795
0.500000, 0.812000,,0.633360, 0.152940
0.500000, 0.813000,,0.633381, 0.153085
0.500000, 0.814000,,0.633402, 0.153230
0.500000, 0.815000,,0.633424, 0.153377
0.500000, 0.816000,,0.633444, 0.153523
0.500000, 0.817000,,0.633464, 0.153670
0.500000, 0.818000,,0.633485, 0.153816
0.500000, 0.819000,,0.633504, 0.153963
0.500000, 0.820000,,0.633524, 0.154111
0.500000, 0.821000,,0.633543, 0.154259
0.500000, 0.822000,,0.633562, 0.154406
0.500000, 0.823000,,0.633580, 0.154555
0.500000, 0.824000,,0.633598, 0.154704
0.500000, 0.825000,,0.633616, 0.154853
0.500000, 0.826000,,0.633634, 0.155003
0.500000, 0.827000,,0.633651, 0.155153
0.500000, 0.828000,,0.633668, 0.155303
0.500000, 0.829000,,0.633685, 0.155453
0.500000, 0.830000,,0.633701, 0.155604
0.500000, 0.831000,,0.633717, 0.155755
0.500000, 0.832000,,0.633733, 0.155908
0.500000, 0.833000,,0.633749, 0.156060
0.500000, 0.834000,,0.633764, 0.156212
0.500000, 0.835000,,0.633779, 0.156364
0.500000, 0.836000,,0.633794, 0.156518
0.500000, 0.837000,,0.633808, 0.156671
0.500000, 0.838000,,0.633822, 0.156825
0.500000, 0.839000,,0.633836, 0.156980
0.500000, 0.840000,,0.633850, 0.157134
0.500000, 0.841000,,0.633863, 0.157289
0.500000, 0.842000,,0.633877, 0.157445
0.500000, 0.843000,,0.633889, 0.157601
0.500000, 0.844000,,0.633902, 0.157757
0.500000, 0.845000,,0.633915, 0.157913
0.500000, 0.846000,,0.633927, 0.158071
0.500000, 0.847000,,0.633939, 0.158228
0.500000, 0.848000,,0.633951, 0.158386
0.500000, 0.849000,,0.633962, 0.158544
0.500000, 0.850000,,0.633974, 0.158703
0.500000, 0.851000,,0.633985, 0.158862
0.500000, 0.852000,,0.633995, 0.159022
0.500000, 0.853000,,0.634006, 0.159182
0.500000, 0.854000,,0.634016, 0.159342
0.500000, 0.855000,,0.634027, 0.159503
0.500000, 0.856000,,0.634037, 0.159664
0.500000, 0.857000,,0.634047, 0.159826
0.500000, 0.858000,,0.634056, 0.159988
0.500000, 0.859000,,0.634066, 0.160151
0.500000, 0.860000,,0.634076, 0.160314
0.500000, 0.861000,,0.634085, 0.160477
0.500000, 0.862000,,0.634093, 0.160641
0.500000, 0.863000,,0.634102, 0.160806
0.500000, 0.864000,,0.634111, 0.160970
0.500000, 0.865000,,0.634119, 0.161136
0.500000, 0.866000,,0.634127, 0.161301
0.500000, 0.867000,,0.634136, 0.161467
0.500000, 0.868000,,0.634144, 0.161634
0.500000, 0.869000,,0.634152, 0.161801
0.500000, 0.870000,,0.634160, 0.161968
0.500000, 0.871000,,0.634167, 0.162136
0.500000, 0.872000,,0.634174, 0.162305
0.500000, 0.873000,,0.634182, 0.162474
0.500000, 0.874000,,0.634189, 0.162643
0.500000, 0.875000,,0.634196, 0.162813
0.500000, 0.876000,,0.634203, 0.162983
0.500000, 0.877000,,0.634210, 0.163154
0.500000, 0.878000,,0.634217, 0.163325
0.500000, 0.879000,,0.634223, 0.163497
0.500000, 0.880000,,0.634230, 0.163670
0.500000, 0.881000,,0.634236, 0.163842
0.500000, 0.882000,,0.634242, 0.164016
0.500000, 0.883000,,0.634248, 0.164189
0.500000, 0.884000,,0.634254, 0.164363
0.500000, 0.885000,,0.634260, 0.164538
0.500000, 0.886000,,0.634266, 0.164713
0.500000, 0.887000,,0.634272, 0.164888
0.500000, 0.888000,,0.634278, 0.165065
0.500000, 0.889000,,0.634284, 0.165241
0.500000, 0.890000,,0.634289, 0.165419
0.500000, 0.891000,,0.634295, 0.165596
0.500000, 0.892000,,0.634300, 0.165774
0.500000, 0.893000,,0.634306, 0.165952
0.500000, 0.894000,,0.634311, 0.166132
0.500000, 0.895000,,0.634316, 0.166311
0.500000, 0.896000,,0.634322, 0.166491
0.500000, 0.897000,,0.634327, 0.166672
0.500000, 0.898000,,0.634333, 0.166853
0.500000, 0.899000,,0.634338, 0.167034
0.500000, 0.900000,,0.634343, 0.167216
0.500000, 0.901000,,0.634348, 0.167399
0.500000, 0.902000,,0.634353, 0.167582
0.500000, 0.903000,,0.634359, 0.167766
0.500000, 0.904000,,0.634364, 0.167949
0.500000, 0.905000,,0.634369, 0.168134
0.500000, 0.906000,,0.634375, 0.168319
0.500000, 0.907000,,0.634380, 0.168506
0.500000, 0.908000,,0.634385, 0.168691
0.500000, 0.909000,,0.634390, 0.168878
0.500000, 0.910000,,0.634396, 0.169065
0.500000, 0.911000,,0.634401, 0.169253
0.500000, 0.912000,,0.634406, 0.169441
0.500000, 0.913000,,0.634412, 0.169630
0.500000, 0.914000,,0.634417, 0.169818
0.500000, 0.915000,,0.634423, 0.170008
0.500000, 0.916000,,0.634428, 0.170198
0.500000, 0.917000,,0.634433, 0.170389
0.500000, 0.918000,,0.634439, 0.170580
0.500000, 0.919000,,0.634445, 0.170772
0.500000, 0.920000,,0.634450, 0.170964
0.500000, 0.921000,,0.634456, 0.171157
0.500000, 0.922000,,0.634462, 0.171350
0.500000, 0.923000,,0.634468, 0.171544
0.500000, 0.924000,,0.634474, 0.171738
0.500000, 0.925000,,0.634480, 0.171933
0.500000, 0.926000,,0.634486, 0.172128
0.500000, 0.927000,,0.634493, 0.172324
0.500000, 0.928000,,0.634499, 0.172520
0.500000, 0.929000,,0.634506, 0.172717
0.500000, 0.930000,,0.634513, 0.172915
0.500000, 0.931000,,0.634519, 0.173113
0.500000, 0.932000,,0.634527, 0.173311
0.500000, 0.933000,,0.634533, 0.173510
0.500000, 0.934000,,0.634540, 0.173709
0.500000, 0.935000,,0.634548, 0.173909
0.500000, 0.936000,,0.634555, 0.174109
0.500000, 0.937000,,0.634563, 0.174310
0.500000, 0.938000,,0.634570, 0.174511
0.500000, 0.939000,,0.634579, 0.174714
0.500000, 0.940000,,0.634587, 0.174916
0.500000, 0.941000,,0.634594, 0.175118
0.500000, 0.942000,,0.634603, 0.175322
0.500000, 0.943000,,0.634611, 0.175526
0.500000, 0.944000,,0.634620, 0.175730
0.500000, 0.945000,,0.634629, 0.175935
0.500000, 0.946000,,0.634638, 0.176141
0.500000, 0.947000,,0.634647, 0.176347
0.500000, 0.948000,,0.634656, 0.176553
0.500000, 0.949000,,0.634666, 0.176760
0.500000, 0.950000,,0.634677, 0.176968
0.500000, 0.951000,,0.634686, 0.177175
0.500000, 0.952000,,0.634696, 0.177384
0.500000, 0.953000,,0.634706, 0.177593
0.500000, 0.954000,,0.634717, 0.177802
0.500000, 0.955000,,0.634728, 0.178013
0.500000, 0.956000,,0.634739, 0.178223
0.500000, 0.957000,,0.634750, 0.178433
0.500000, 0.958000,,0.634762, 0.178645
0.500000, 0.959000,,0.634774, 0.178857
0.500000, 0.960000,,0.634786, 0.179069
0.500000, 0.961000,,0.634798, 0.179282
0.500000, 0.962000,,0.634810, 0.179495
0.500000, 0.963000,,0.634824, 0.179709
0.500000, 0.964000,,0.634836, 0.179923
0.500000, 0.965000,,0.634849, 0.180138
0.500000, 0.966000,,0.634863, 0.180353
0.500000, 0.967000,,0.634877, 0.180569
0.500000, 0.968000,,0.634890, 0.180785
0.500000, 0.969000,,0.634905, 0.181002
0.500000, 0.970000,,0.634920, 0.181219
0.500000, 0.971000,,0.634935, 0.181436
0.500000, 0.972000,,0.634950, 0.181655
0.500000, 0.973000,,0.634965, 0.181873
0.500000, 0.974000,,0.634981, 0.182092
0.500000, 0.975000,,0.634997, 0.182312
0.500000, 0.976000,,0.635014, 0.182532
0.500000, 0.977000,,0.635031, 0.182752
0.500000, 0.978000,,0.635047, 0.182973
0.500000, 0.979000,,0.635065, 0.183194
0.500000, 0.980000,,0.635083, 0.183416
0.500000, 0.981000,,0.635100, 0.183638
0.500000, 0.982000,,0.635119, 0.183861
0.500000, 0.983000,,0.635137, 0.184084
0.500000, 0.984000,,0.635156, 0.184307
0.500000, 0.985000,,0.635175, 0.184531
0.500000, 0.986000,,0.635196, 0.184755
0.500000, 0.987000,,0.635215, 0.184981
0.500000, 0.988000,,0.635236, 0.185206
0.500000, 0.989000,,0.635257, 0.185431
0.500000, 0.990000,,0.635277, 0.185657
0.500000, 0.991000,,0.635299, 0.185884
0.500000, 0.992000,,0.635321, 0.186111
0.500000, 0.993000,,0.635343, 0.186339
0.500000, 0.994000,,0.635366, 0.186566
0.500000, 0.995000,,0.635388, 0.186794
0.500000, 0.996000,,0.635412, 0.187023
0.500000, 0.997000,,0.635435, 0.187252
0.500000, 0.998000,,0.635460, 0.187482
0.500000, 0.999000,,0.635484, 0.187712
0.500000, 1.000000,,0.635509, 0.187942
0.500000, 1.001000,,0.635534, 0.188172
0.500000, 1.002000,,0.635560, 0.188404
0.500000, 1.003000,,0.635586, 0.188635
0.500000, 1.004000,,0.635612, 0.188867
0.500000, 1.005000,,0.635639, 0.189099
0.500000, 1.006000,,0.635666, 0.189332
0.500000, 1.007000,,0.635694, 0.189565
0.500000, 1.008000,,0.635722, 0.189798
0.500000, 1.009000,,0.635751, 0.190032
0.500000, 1.010000,,0.635780, 0.190266
0.500000, 1.011000,,0.635809, 0.190501
0.500000, 1.012000,,0.635839, 0.190736
0.500000, 1.013000,,0.635870, 0.190971
0.500000, 1.014000,,0.635900, 0.191207
0.500000, 1.015000,,0.635932, 0.191443
0.500000, 1.016000,,0.635964, 0.191679
0.500000, 1.017000,,0.635995, 0.191916
0.500000, 1.018000,,0.636028, 0.192153
0.500000, 1.019000,,0.636061, 0.192391
0.500000, 1.020000,,0.636094, 0.192628
0.500000, 1.021000,,0.636128, 0.192866
0.500000, 1.022000,,0.636163, 0.193105
0.500000, 1.023000,,0.636198, 0.193344
0.500000, 1.024000,,0.636233, 0.193582
0.500000, 1.025000,,0.636269, 0.193822
0.500000, 1.026000,,0.636305, 0.194062
0.500000, 1.027000,,0.636342, 0.194302
0.500000, 1.028000,,0.636379, 0.194542
0.500000, 1.029000,,0.636417, 0.194783
0.500000, 1.030000,,0.636455, 0.195024
0.500000, 1.031000,,0.636494, 0.195265
0.500000, 1.032000,,0.636534, 0.195507
0.500000, 1.033000,,0.636572, 0.195749
0.500000, 1.034000,,0.636613, 0.195991
0.500000, 1.035000,,0.636654, 0.196234
0.500000, 1.036000,,0.636695, 0.196477
0.500000, 1.037000,,0.636737, 0.196720
0.500000, 1.038000,,0.636779, 0.196963
0.500000, 1.039000,,0.636822, 0.197207
0.500000, 1.040000,,0.636865, 0.197451
0.500000, 1.041000,,0.636908, 0.197695
0.500000, 1.042000,,0.636953, 0.197940
0.500000, 1.043000,,0.636998, 0.198184
0.500000, 1.044000,,0.637044, 0.198429
0.500000, 1.045000,,0.637089, 0.198674
0.500000, 1.046000,,0.637136, 0.198920
0.500000, 1.047000,,0.637182, 0.199167
0.500000, 1.048000,,0.637230, 0.199412
0.500000, 1.049000,,0.637278, 0.199659
0.500000, 1.050000,,0.637326, 0.199906
0.500000, 1.051000,,0.637375, 0.200152
0.500000, 1.052000,,0.637425, 0.200399
0.500000, 1.053000,,0.637475, 0.200646
0.500000, 1.054000,,0.637526, 0.200894
0.500000, 1.055000,,0.637577, 0.201141
0.500000, 1.056000,,0.637629, 0.201389
0.500000, 1.057000,,0.637681, 0.201637
0.500000, 1.058000,,0.637734, 0.201885
0.500000, 1.059000,,0.637788, 0.202134
0.500000, 1.060000,,0.637842, 0.202382
0.500000, 1.061000,,0.637896, 0.202631
0.500000, 1.062000,,0.637951, 0.202880
0.500000, 1.063000,,0.638007, 0.203130
0.500000, 1.064000,,0.638063, 0.203379
0.500000, 1.065000,,0.638120, 0.203629
0.500000, 1.066000,,0.638177, 0.203878
0.500000, 1.067000,,0.638235, 0.204129
0.500000, 1.068000,,0.638294, 0.204379
0.500000, 1.069000,,0.638353, 0.204629
0.500000, 1.070000,,0.638413, 0.204879
0.500000, 1.071000,,0.638473, 0.205130
0.500000, 1.072000,,0.638533, 0.205381
0.500000, 1.073000,,0.638595, 0.205632
0.500000, 1.074000,,0.638657, 0.205883
0.500000, 1.075000,,0.638720, 0.206134
0.500000, 1.076000,,0.638783, 0.206385
0.500000, 1.077000,,0.638846, 0.206637
0.500000, 1.078000,,0.638911, 0.206888
0.500000, 1.079000,,0.638975, 0.207140
0.500000, 1.080000,,0.639041, 0.207392
0.500000, 1.081000,,0.639107, 0.207643
0.500000, 1.082000,,0.639173, 0.207896
0.500000, 1.083000,,0.639241, 0.208148
0.500000, 1.084000,,0.639309, 0.208400
0.500000, 1.085000,,0.639377, 0.208653
0.500000, 1.086000,,0.639446, 0.208905
0.500000, 1.087000,,0.639515, 0.209158
0.500000, 1.088000,,0.639585, 0.209410
0.500000, 1.089000,,0.639656, 0.209662
0.500000, 1.090000,,0.639727, 0.209916
0.500000, 1.091000,,0.639800, 0.210168
0.500000, 1.092000,,0.639872, 0.210421
0.500000, 1.093000,,0.639945, 0.210674
0.500000, 1.094000,,0.640019, 0.210927
0.500000, 1.095000,,0.640093, 0.211180
0.500000, 1.096000,,0.640169, 0.211433
0.500000, 1.097000,,0.640244, 0.211686
0.500000, 1.098000,,0.640320, 0.211939
0.500000, 1.099000,,0.640397, 0.212192
0.500000, 1.100000,,0.640474, 0.212446
0.500000, 1.101000,,0.640552, 0.212699
0.500000, 1.102000,,0.640631, 0.212952
0.500000, 1.103000,,0.640710, 0.213205
0.500000, 1.104000,,0.640789, 0.213459
0.500000, 1.105000,,0.640870, 0.213711
0.500000, 1.106000,,0.640950, 0.213965
0.500000, 1.107000,,0.641032, 0.214218
0.500000, 1.108000,,0.641114, 0.214471
0.500000, 1.109000,,0.641196, 0.214725
0.500000, 1.110000,,0.641279, 0.214978
0.500000, 1.111000,,0.641364, 0.215232
0.500000, 1.112000,,0.641448, 0.215485
0.500000, 1.113000,,0.641533, 0.215738
0.500000, 1.114000,,0.641619, 0.215992
0.500000, 1.115000,,0.641706, 0.216244
0.500000, 1.116000,,0.641793, 0.216497
0.500000, 1.117000,,0.641880, 0.216750
0.500000, 1.118000,,0.641968, 0.217003
0.500000, 1.119000,,0.642056, 0.217257
0.500000, 1.120000,,0.642145, 0.217509
0.500000, 1.121000,,0.642235, 0.217762
0.500000, 1.122000,,0.642326, 0.218015
0.500000, 1.123000,,0.642417, 0.218267
0.500000, 1.124000,,0.642509, 0.218520
0.500000, 1.125000,,0.642601, 0.218772
0.500000, 1.126000,,0.642693, 0.219025
0.500000, 1.127000,,0.642787, 0.219277
0.500000, 1.128000,,0.642881, 0.219529
0.500000, 1.129000,,0.642976, 0.219781
0.500000, 1.130000,,0.643071, 0.220034
0.500000, 1.131000,,0.643166, 0.220285
0.500000, 1.132000,,0.643263, 0.220537
0.500000, 1.133000,,0.643360, 0.220789
0.500000, 1.134000,,0.643457, 0.221040
0.500000, 1.135000,,0.643556, 0.221292
0.500000, 1.136000,,0.643654, 0.221543
0.500000, 1.137000,,0.643754, 0.221794
0.500000, 1.138000,,0.643854, 0.222046
0.500000, 1.139000,,0.643954, 0.222297
0.500000, 1.140000,,0.644055, 0.222548
0.500000, 1.141000,,0.644157, 0.222798
0.500000, 1.142000,,0.644259, 0.223048
0.500000, 1.143000,,0.644362, 0.223299
0.500000, 1.144000,,0.644466, 0.223550
0.500000, 1.145000,,0.644569, 0.223799
0.500000, 1.146000,,0.644673, 0.224049
0.500000, 1.147000,,0.644779, 0.224299
0.500000, 1.148000,,0.644884, 0.224548
0.500000, 1.149000,,0.644991, 0.224797
0.500000, 1.150000,,0.645097, 0.225046
0.500000, 1.151000,,0.645206, 0.225295
0.500000, 1.152000,,0.645313, 0.225544
